,location,gender,rent,lowerage,upperage
6288,Tempelhof-Schoeneberg,male,800,27,50
6289,Mitte,unknown,800,25,43
6290,Neukoelln,unknown,800,45,62
6291,Pankow,female,650,26,47
6292,Reinickendorf,unknown,750,47,49
6293,Lichtenberg,unknown,600,20,21
6294,Neukoelln,unknown,700,44,66
6295,Marzahn-Hellersdorf,unknown,550,28,47
6296,Charlottenburg-Wilmersdorf,male,600,19,42
6297,Tempelhof-Schoeneberg,male,550,26,32
6298,Pankow,female,450,38,47
6299,Reinickendorf,male,550,40,47
6300,Pankow,unknown,450,47,70
6301,Charlottenburg-Wilmersdorf,unknown,650,32,46
6302,Mitte,unknown,400,43,56
6303,Mitte,unknown,650,49,70
6304,Tempelhof-Schoeneberg,female,750,39,59
6305,Charlottenburg-Wilmersdorf,male,800,46,63
6306,Marzahn-Hellersdorf,unknown,700,48,63
6307,Lichtenberg,male,700,37,60
6308,Neukoelln,female,750,41,51
6309,Tempelhof-Schoeneberg,unknown,500,22,42
6310,Mitte,female,800,40,41
6311,Steglitz-Zehlendorf,male,650,18,19
6312,Mitte,female,650,34,45
6313,Treptow-Koepenick,unknown,750,39,50
6314,Lichtenberg,female,450,33,50
6315,Charlottenburg-Wilmersdorf,unknown,750,48,59
6316,Spandau,unknown,500,32,43
6317,Neukoelln,unknown,800,41,62
6318,Treptow-Koepenick,male,500,49,69
6319,Tempelhof-Schoeneberg,unknown,550,39,56
6320,Steglitz-Zehlendorf,female,400,44,50
6321,Lichtenberg,female,750,28,42
6322,Lichtenberg,unknown,800,20,41
6323,Reinickendorf,unknown,450,18,40
6324,Mitte,female,800,36,51
6325,Spandau,female,700,35,37
6326,Lichtenberg,unknown,450,20,21
6327,Mitte,female,700,34,58
6328,Lichtenberg,female,450,44,48
6329,Reinickendorf,female,550,48,53
6330,Pankow,unknown,700,38,39
6331,Marzahn-Hellersdorf,female,400,49,57
6332,Pankow,male,450,46,69
6333,Charlottenburg-Wilmersdorf,male,800,29,41
6334,Friedrichshain-Kreuzberg,female,600,38,57
6335,Mitte,male,650,29,47
6336,Treptow-Koepenick,unknown,450,29,32
6337,Charlottenburg-Wilmersdorf,male,550,36,60
6338,Reinickendorf,male,700,38,62
6339,Neukoelln,male,750,27,30
6340,Neukoelln,male,800,38,52
6341,Marzahn-Hellersdorf,unknown,550,25,40
6342,Reinickendorf,unknown,550,20,38
6343,Charlottenburg-Wilmersdorf,unknown,650,38,58
6344,Treptow-Koepenick,female,400,43,62
6345,Lichtenberg,unknown,500,44,57
6346,Steglitz-Zehlendorf,unknown,700,38,46
6347,Pankow,unknown,400,39,43
6348,Charlottenburg-Wilmersdorf,male,650,31,50
6349,Charlottenburg-Wilmersdorf,male,550,29,37
6350,Spandau,unknown,600,21,37
6351,Marzahn-Hellersdorf,male,700,44,57
6352,Reinickendorf,female,400,47,67
6353,Lichtenberg,unknown,450,18,34
6354,Charlottenburg-Wilmersdorf,male,700,29,30
6355,Marzahn-Hellersdorf,female,500,39,61
6356,Friedrichshain-Kreuzberg,unknown,450,46,65
6357,Marzahn-Hellersdorf,female,450,24,35
6358,Steglitz-Zehlendorf,male,700,49,72
6359,Friedrichshain-Kreuzberg,female,550,49,61
6360,Pankow,male,450,36,37
6361,Friedrichshain-Kreuzberg,unknown,800,27,32
6362,Treptow-Koepenick,male,550,44,46
6363,Tempelhof-Schoeneberg,male,550,46,48
6364,Mitte,male,750,47,57
6365,Lichtenberg,male,550,25,32
6366,Neukoelln,unknown,450,37,57
6367,Friedrichshain-Kreuzberg,female,700,32,44
6368,Mitte,female,500,34,44
6369,Spandau,female,800,34,45
6370,Lichtenberg,female,800,34,58
6371,Reinickendorf,male,500,26,46
6372,Mitte,male,400,45,46
6373,Pankow,female,600,22,35
6374,Tempelhof-Schoeneberg,male,400,37,38
6375,Charlottenburg-Wilmersdorf,unknown,650,33,51
6376,Tempelhof-Schoeneberg,unknown,750,49,56
6377,Friedrichshain-Kreuzberg,unknown,450,49,73
6378,Friedrichshain-Kreuzberg,female,650,37,53
6379,Steglitz-Zehlendorf,male,700,38,57
6380,Pankow,male,450,38,56
6381,Charlottenburg-Wilmersdorf,unknown,450,41,64
6382,Friedrichshain-Kreuzberg,unknown,750,26,43
6383,Treptow-Koepenick,unknown,800,48,70
6384,Treptow-Koepenick,male,600,39,45
6385,Charlottenburg-Wilmersdorf,male,650,36,58
6386,Friedrichshain-Kreuzberg,male,650,19,33
6387,Neukoelln,male,550,42,43
6388,Tempelhof-Schoeneberg,male,450,28,37
6389,Marzahn-Hellersdorf,unknown,700,37,58
6390,Friedrichshain-Kreuzberg,unknown,400,49,61
6391,Pankow,unknown,700,42,47
6392,Marzahn-Hellersdorf,unknown,700,36,49
6393,Friedrichshain-Kreuzberg,unknown,400,19,34
6394,Charlottenburg-Wilmersdorf,male,550,41,64
6395,Reinickendorf,female,450,28,34
6396,Spandau,unknown,500,18,29
6397,Steglitz-Zehlendorf,male,700,47,48
6398,Reinickendorf,male,700,40,59
6399,Mitte,female,750,31,46
6400,Treptow-Koepenick,male,750,38,61
6401,Treptow-Koepenick,female,550,36,55
6402,Spandau,female,800,31,53
6403,Marzahn-Hellersdorf,male,550,34,56
6404,Tempelhof-Schoeneberg,female,600,43,54
6405,Mitte,female,750,37,61
6406,Spandau,female,750,29,35
6407,Steglitz-Zehlendorf,female,750,20,24
6408,Charlottenburg-Wilmersdorf,unknown,400,28,35
6409,Treptow-Koepenick,unknown,750,38,39
6410,Treptow-Koepenick,male,600,25,30
6411,Charlottenburg-Wilmersdorf,female,500,45,51
6412,Treptow-Koepenick,unknown,650,18,32
6413,Mitte,unknown,600,39,60
6414,Friedrichshain-Kreuzberg,unknown,650,25,40
6415,Marzahn-Hellersdorf,unknown,650,35,54
6416,Treptow-Koepenick,unknown,650,23,43
6417,Reinickendorf,female,400,35,56
6418,Spandau,female,750,39,57
6419,Tempelhof-Schoeneberg,male,500,34,46
6420,Lichtenberg,female,500,28,41
6421,Neukoelln,male,500,40,58
6422,Tempelhof-Schoeneberg,unknown,650,48,54
6423,Lichtenberg,female,700,32,48
6424,Reinickendorf,unknown,700,27,34
6425,Charlottenburg-Wilmersdorf,male,500,32,52
6426,Steglitz-Zehlendorf,unknown,550,39,48
6427,Friedrichshain-Kreuzberg,female,450,32,53
6428,Tempelhof-Schoeneberg,unknown,450,31,41
6429,Pankow,male,400,49,50
6430,Charlottenburg-Wilmersdorf,female,650,25,41
6431,Friedrichshain-Kreuzberg,male,700,35,39
6432,Steglitz-Zehlendorf,female,650,34,47
6433,Mitte,unknown,550,25,36
6434,Spandau,male,550,46,55
6435,Reinickendorf,female,700,25,41
6436,Neukoelln,male,800,36,43
6437,Treptow-Koepenick,male,750,19,26
6438,Tempelhof-Schoeneberg,male,450,19,37
6439,Steglitz-Zehlendorf,unknown,450,48,53
6440,Treptow-Koepenick,female,550,25,42
6441,Lichtenberg,unknown,400,22,25
6442,Pankow,male,550,30,38
6443,Charlottenburg-Wilmersdorf,male,550,21,44
6444,Spandau,unknown,700,40,51
6445,Marzahn-Hellersdorf,female,700,21,37
6446,Spandau,male,500,31,42
6447,Lichtenberg,male,550,42,53
6448,Pankow,unknown,550,24,38
6449,Neukoelln,male,700,45,69
6450,Treptow-Koepenick,female,750,44,64
6451,Tempelhof-Schoeneberg,female,650,34,39
6452,Neukoelln,male,650,48,66
6453,Reinickendorf,female,700,44,47
6454,Reinickendorf,unknown,750,48,63
6455,Neukoelln,male,450,26,39
6456,Reinickendorf,female,700,37,53
6457,Friedrichshain-Kreuzberg,male,400,37,51
6458,Tempelhof-Schoeneberg,male,400,43,51
6459,Mitte,unknown,750,28,51
6460,Friedrichshain-Kreuzberg,male,550,47,59
6461,Pankow,female,450,30,36
6462,Treptow-Koepenick,male,650,23,28
6463,Tempelhof-Schoeneberg,male,500,23,39
6464,Lichtenberg,unknown,500,30,33
6465,Charlottenburg-Wilmersdorf,unknown,500,29,37
6466,Spandau,female,600,46,64
6467,Steglitz-Zehlendorf,unknown,450,47,62
6468,Neukoelln,unknown,550,32,55
6469,Treptow-Koepenick,unknown,600,43,45
6470,Treptow-Koepenick,unknown,800,42,46
6471,Steglitz-Zehlendorf,male,500,29,33
6472,Spandau,unknown,750,38,53
6473,Tempelhof-Schoeneberg,unknown,600,28,44
6474,Charlottenburg-Wilmersdorf,male,800,28,38
6475,Friedrichshain-Kreuzberg,male,700,39,57
6476,Friedrichshain-Kreuzberg,male,800,46,69
6477,Lichtenberg,male,500,35,56
6478,Pankow,unknown,650,20,23
6479,Reinickendorf,female,550,19,42
6480,Friedrichshain-Kreuzberg,female,800,32,55
6481,Friedrichshain-Kreuzberg,unknown,700,37,49
6482,Mitte,male,750,26,43
6483,Neukoelln,male,750,28,30
6484,Marzahn-Hellersdorf,unknown,450,19,26
6485,Reinickendorf,male,650,24,25
6486,Spandau,unknown,600,33,49
6487,Pankow,female,550,44,62
6488,Marzahn-Hellersdorf,female,650,39,58
6489,Mitte,male,600,30,45
6490,Friedrichshain-Kreuzberg,female,600,47,54
6491,Treptow-Koepenick,female,650,34,48
6492,Marzahn-Hellersdorf,female,400,19,24
6493,Marzahn-Hellersdorf,female,500,40,44
6494,Spandau,male,600,41,57
6495,Marzahn-Hellersdorf,unknown,500,19,35
6496,Reinickendorf,unknown,500,39,58
6497,Marzahn-Hellersdorf,male,600,19,33
6498,Reinickendorf,unknown,550,28,39
6499,Charlottenburg-Wilmersdorf,male,400,47,66
6500,Reinickendorf,unknown,700,32,47
6501,Mitte,female,800,35,52
6502,Steglitz-Zehlendorf,male,700,44,61
6503,Mitte,unknown,700,42,64
6504,Reinickendorf,female,650,34,38
6505,Reinickendorf,male,550,44,62
6506,Charlottenburg-Wilmersdorf,unknown,700,49,54
6507,Treptow-Koepenick,male,800,44,53
6508,Mitte,male,600,28,49
6509,Treptow-Koepenick,unknown,550,26,36
6510,Friedrichshain-Kreuzberg,male,650,46,62
6511,Mitte,unknown,500,32,52
6512,Reinickendorf,unknown,700,47,66
6513,Charlottenburg-Wilmersdorf,female,600,44,47
6514,Lichtenberg,female,750,21,42
6515,Charlottenburg-Wilmersdorf,unknown,650,33,39
6516,Treptow-Koepenick,male,400,42,62
6517,Spandau,male,600,40,57
6518,Charlottenburg-Wilmersdorf,male,650,33,45
6519,Mitte,female,750,48,52
6520,Treptow-Koepenick,female,550,48,49
6521,Reinickendorf,female,400,40,56
6522,Friedrichshain-Kreuzberg,male,650,28,51
6523,Neukoelln,unknown,400,38,44
6524,Pankow,male,500,34,55
6525,Reinickendorf,unknown,750,35,57
6526,Pankow,unknown,800,26,45
6527,Lichtenberg,female,600,42,44
6528,Friedrichshain-Kreuzberg,unknown,500,25,37
6529,Spandau,female,550,28,45
6530,Friedrichshain-Kreuzberg,female,700,42,46
6531,Neukoelln,unknown,500,34,45
6532,Spandau,male,650,37,61
6533,Charlottenburg-Wilmersdorf,male,800,47,65
6534,Tempelhof-Schoeneberg,male,500,24,45
6535,Marzahn-Hellersdorf,unknown,500,29,50
6536,Mitte,male,650,36,55
6537,Tempelhof-Schoeneberg,male,550,41,65
6538,Reinickendorf,female,650,18,40
6539,Treptow-Koepenick,unknown,650,19,43
6540,Steglitz-Zehlendorf,female,750,48,69
6541,Lichtenberg,male,500,47,49
6542,Friedrichshain-Kreuzberg,female,650,36,49
6543,Pankow,unknown,700,36,42
6544,Friedrichshain-Kreuzberg,male,400,32,47
6545,Steglitz-Zehlendorf,male,500,48,51
6546,Neukoelln,unknown,650,49,68
6547,Neukoelln,male,450,31,44
6548,Reinickendorf,female,650,23,41
6549,Pankow,male,400,33,57
6550,Charlottenburg-Wilmersdorf,unknown,750,45,47
6551,Treptow-Koepenick,female,700,29,42
6552,Reinickendorf,female,700,26,42
6553,Mitte,unknown,450,32,39
6554,Tempelhof-Schoeneberg,female,500,44,57
6555,Friedrichshain-Kreuzberg,female,500,46,68
6556,Friedrichshain-Kreuzberg,male,650,37,44
6557,Tempelhof-Schoeneberg,female,400,35,58
6558,Tempelhof-Schoeneberg,female,800,21,30
6559,Mitte,female,500,35,50
6560,Steglitz-Zehlendorf,female,650,26,30
6561,Marzahn-Hellersdorf,unknown,800,32,51
6562,Steglitz-Zehlendorf,unknown,700,45,67
6563,Steglitz-Zehlendorf,unknown,450,35,43
6564,Tempelhof-Schoeneberg,unknown,750,41,53
6565,Neukoelln,female,650,38,47
6566,Steglitz-Zehlendorf,female,450,46,58
6567,Spandau,male,400,37,59
6568,Marzahn-Hellersdorf,female,600,22,40
6569,Pankow,unknown,450,36,60
6570,Mitte,female,450,27,31
6571,Pankow,male,550,41,45
6572,Mitte,female,600,24,25
6573,Marzahn-Hellersdorf,unknown,600,41,64
6574,Tempelhof-Schoeneberg,unknown,450,33,42
6575,Lichtenberg,male,450,38,46
6576,Reinickendorf,female,700,36,43
6577,Steglitz-Zehlendorf,unknown,550,21,31
6578,Reinickendorf,unknown,400,46,62
6579,Marzahn-Hellersdorf,female,800,19,38
6580,Steglitz-Zehlendorf,unknown,800,42,49
6581,Spandau,female,750,22,28
6582,Tempelhof-Schoeneberg,male,750,30,52
6583,Mitte,female,750,22,41
6584,Treptow-Koepenick,unknown,400,29,49
6585,Neukoelln,male,650,44,55
6586,Steglitz-Zehlendorf,male,800,34,47
6587,Treptow-Koepenick,male,750,28,44
6588,Reinickendorf,male,750,42,43
6589,Lichtenberg,unknown,500,32,34
6590,Pankow,unknown,700,30,43
6591,Mitte,male,650,22,35
6592,Steglitz-Zehlendorf,male,800,39,51
6593,Treptow-Koepenick,male,450,31,35
6594,Steglitz-Zehlendorf,unknown,550,44,63
6595,Marzahn-Hellersdorf,male,600,30,43
6596,Tempelhof-Schoeneberg,male,400,28,33
6597,Reinickendorf,unknown,750,23,47
6598,Spandau,male,400,38,56
6599,Treptow-Koepenick,male,550,20,21
6600,Reinickendorf,male,750,41,50
6601,Neukoelln,female,750,46,66
6602,Lichtenberg,unknown,700,28,32
6603,Pankow,unknown,750,21,29
6604,Friedrichshain-Kreuzberg,unknown,700,43,60
6605,Tempelhof-Schoeneberg,female,500,47,61
6606,Mitte,female,450,22,25
6607,Mitte,male,500,44,68
6608,Friedrichshain-Kreuzberg,unknown,400,41,62
6609,Steglitz-Zehlendorf,female,450,47,53
6610,Treptow-Koepenick,male,450,28,37
6611,Marzahn-Hellersdorf,male,700,41,56
6612,Marzahn-Hellersdorf,male,500,30,51
6613,Friedrichshain-Kreuzberg,male,650,44,52
6614,Mitte,male,650,28,38
6615,Steglitz-Zehlendorf,male,650,19,29
6616,Neukoelln,unknown,550,44,52
6617,Reinickendorf,male,550,35,38
6618,Lichtenberg,female,650,26,47
6619,Tempelhof-Schoeneberg,female,500,31,43
6620,Lichtenberg,female,700,44,51
6621,Tempelhof-Schoeneberg,male,450,48,55
6622,Marzahn-Hellersdorf,male,800,49,62
6623,Charlottenburg-Wilmersdorf,female,700,27,35
6624,Pankow,unknown,550,18,19
6625,Lichtenberg,unknown,500,44,46
6626,Tempelhof-Schoeneberg,male,650,46,47
6627,Marzahn-Hellersdorf,male,700,39,56
6628,Friedrichshain-Kreuzberg,male,600,45,66
6629,Mitte,female,600,28,44
6630,Friedrichshain-Kreuzberg,male,700,40,51
6631,Lichtenberg,unknown,650,46,58
6632,Pankow,unknown,450,30,33
6633,Charlottenburg-Wilmersdorf,unknown,450,28,37
6634,Marzahn-Hellersdorf,female,800,21,38
6635,Marzahn-Hellersdorf,female,800,39,56
6636,Mitte,female,750,19,35
6637,Treptow-Koepenick,unknown,450,24,35
6638,Spandau,female,750,29,32
6639,Marzahn-Hellersdorf,female,500,46,64
6640,Treptow-Koepenick,female,650,44,49
6641,Tempelhof-Schoeneberg,male,800,28,49
6642,Mitte,male,800,34,38
6643,Spandau,male,450,37,47
6644,Steglitz-Zehlendorf,female,500,39,58
6645,Marzahn-Hellersdorf,unknown,550,30,38
6646,Neukoelln,male,700,29,45
6647,Marzahn-Hellersdorf,female,650,35,55
6648,Charlottenburg-Wilmersdorf,male,550,26,31
6649,Friedrichshain-Kreuzberg,unknown,450,28,31
6650,Neukoelln,female,450,28,30
6651,Steglitz-Zehlendorf,unknown,700,18,23
6652,Friedrichshain-Kreuzberg,unknown,550,41,60
6653,Lichtenberg,female,600,42,60
6654,Mitte,unknown,800,25,31
6655,Friedrichshain-Kreuzberg,unknown,500,26,48
6656,Pankow,female,550,35,59
6657,Charlottenburg-Wilmersdorf,female,700,29,39
6658,Steglitz-Zehlendorf,unknown,800,41,49
6659,Treptow-Koepenick,unknown,750,42,58
6660,Charlottenburg-Wilmersdorf,unknown,600,36,48
6661,Reinickendorf,female,450,43,56
6662,Lichtenberg,female,750,41,54
6663,Lichtenberg,unknown,700,39,59
6664,Treptow-Koepenick,male,700,27,28
6665,Lichtenberg,female,500,30,36
6666,Charlottenburg-Wilmersdorf,unknown,550,18,30
6667,Steglitz-Zehlendorf,unknown,750,21,36
6668,Lichtenberg,female,550,36,42
6669,Spandau,female,800,29,50
6670,Spandau,female,650,37,56
6671,Charlottenburg-Wilmersdorf,male,750,32,51
6672,Lichtenberg,unknown,400,44,50
6673,Marzahn-Hellersdorf,male,450,30,32
6674,Reinickendorf,male,550,49,69
6675,Treptow-Koepenick,unknown,750,49,61
6676,Friedrichshain-Kreuzberg,female,600,33,40
6677,Marzahn-Hellersdorf,unknown,400,22,38
6678,Marzahn-Hellersdorf,male,600,30,34
6679,Spandau,male,550,27,37
6680,Charlottenburg-Wilmersdorf,female,400,42,65
6681,Steglitz-Zehlendorf,female,750,20,30
6682,Friedrichshain-Kreuzberg,unknown,700,38,51
6683,Pankow,male,650,21,28
6684,Tempelhof-Schoeneberg,unknown,450,22,36
6685,Pankow,male,450,27,50
6686,Tempelhof-Schoeneberg,unknown,700,41,48
6687,Neukoelln,unknown,600,18,31
6688,Tempelhof-Schoeneberg,unknown,600,20,37
6689,Steglitz-Zehlendorf,unknown,800,47,69
6690,Tempelhof-Schoeneberg,female,500,35,57
6691,Steglitz-Zehlendorf,unknown,700,33,43
6692,Lichtenberg,female,550,43,50
6693,Steglitz-Zehlendorf,unknown,750,21,33
6694,Reinickendorf,unknown,750,28,45
6695,Pankow,unknown,450,36,47
6696,Marzahn-Hellersdorf,unknown,700,44,46
6697,Neukoelln,male,750,47,66
6698,Mitte,male,400,39,43
6699,Lichtenberg,female,450,24,37
6700,Spandau,unknown,700,41,55
6701,Steglitz-Zehlendorf,unknown,500,33,44
6702,Mitte,male,650,18,31
6703,Pankow,male,400,36,41
6704,Reinickendorf,male,600,41,43
6705,Friedrichshain-Kreuzberg,male,550,27,34
6706,Reinickendorf,male,500,21,28
6707,Spandau,female,800,20,33
6708,Tempelhof-Schoeneberg,female,500,25,26
6709,Pankow,male,600,46,61
6710,Tempelhof-Schoeneberg,female,450,34,41
6711,Marzahn-Hellersdorf,male,400,22,41
6712,Spandau,female,650,30,44
6713,Tempelhof-Schoeneberg,unknown,400,35,42
6714,Neukoelln,unknown,500,44,68
6715,Tempelhof-Schoeneberg,female,500,46,55
6716,Lichtenberg,female,750,36,46
6717,Reinickendorf,male,600,38,52
6718,Reinickendorf,unknown,600,38,61
6719,Neukoelln,female,500,46,60
6720,Charlottenburg-Wilmersdorf,male,750,32,48
6721,Treptow-Koepenick,unknown,500,41,44
6722,Tempelhof-Schoeneberg,male,800,45,64
6723,Tempelhof-Schoeneberg,unknown,550,29,34
6724,Charlottenburg-Wilmersdorf,male,500,37,56
6725,Treptow-Koepenick,unknown,450,24,32
6726,Marzahn-Hellersdorf,male,450,44,65
6727,Spandau,male,550,32,53
6728,Friedrichshain-Kreuzberg,male,650,19,28
6729,Reinickendorf,female,700,29,34
6730,Mitte,unknown,650,34,48
6731,Friedrichshain-Kreuzberg,unknown,550,49,50
6732,Marzahn-Hellersdorf,female,600,32,48
6733,Spandau,male,750,42,49
6734,Friedrichshain-Kreuzberg,unknown,700,45,61
6735,Mitte,male,550,37,59
6736,Tempelhof-Schoeneberg,unknown,750,39,54
6737,Tempelhof-Schoeneberg,male,750,30,47
6738,Steglitz-Zehlendorf,unknown,750,39,56
6739,Treptow-Koepenick,female,500,26,27
6740,Steglitz-Zehlendorf,male,800,44,51
6741,Charlottenburg-Wilmersdorf,female,750,47,60
6742,Neukoelln,male,650,37,40
6743,Pankow,male,500,34,49
6744,Treptow-Koepenick,unknown,500,25,41
6745,Tempelhof-Schoeneberg,female,500,40,54
6746,Mitte,male,600,46,48
6747,Reinickendorf,unknown,550,26,37
6748,Mitte,unknown,400,41,61
6749,Tempelhof-Schoeneberg,female,750,39,60
6750,Marzahn-Hellersdorf,unknown,650,36,47
6751,Neukoelln,unknown,400,43,63
6752,Steglitz-Zehlendorf,female,650,21,29
6753,Mitte,male,650,49,54
6754,Tempelhof-Schoeneberg,female,750,41,42
6755,Tempelhof-Schoeneberg,unknown,750,25,33
6756,Reinickendorf,male,600,35,47
6757,Tempelhof-Schoeneberg,unknown,800,46,67
6758,Reinickendorf,male,550,18,27
6759,Pankow,unknown,450,48,58
6760,Spandau,unknown,650,46,67
6761,Mitte,unknown,600,32,49
6762,Friedrichshain-Kreuzberg,unknown,650,19,33
6763,Lichtenberg,unknown,500,38,49
6764,Marzahn-Hellersdorf,unknown,400,38,48
6765,Pankow,female,800,38,47
6766,Steglitz-Zehlendorf,unknown,800,42,48
6767,Tempelhof-Schoeneberg,unknown,450,28,37
6768,Spandau,female,400,45,49
6769,Pankow,male,750,42,60
6770,Marzahn-Hellersdorf,unknown,500,40,64
6771,Neukoelln,male,800,23,28
6772,Steglitz-Zehlendorf,female,600,20,38
6773,Charlottenburg-Wilmersdorf,male,500,48,66
6774,Steglitz-Zehlendorf,unknown,450,35,48
6775,Treptow-Koepenick,female,750,42,57
6776,Pankow,female,650,45,63
6777,Treptow-Koepenick,male,400,37,55
6778,Friedrichshain-Kreuzberg,unknown,550,18,36
6779,Treptow-Koepenick,unknown,800,35,51
6780,Charlottenburg-Wilmersdorf,female,450,30,52
6781,Treptow-Koepenick,unknown,750,45,53
6782,Spandau,male,400,48,58
6783,Friedrichshain-Kreuzberg,female,500,29,37
6784,Lichtenberg,unknown,500,46,62
6785,Friedrichshain-Kreuzberg,female,450,28,33
6786,Reinickendorf,male,600,39,58
6787,Reinickendorf,male,700,38,48
6788,Neukoelln,female,600,28,33
6789,Steglitz-Zehlendorf,female,650,34,43
6790,Lichtenberg,female,550,43,65
6791,Tempelhof-Schoeneberg,unknown,550,42,65
6792,Steglitz-Zehlendorf,male,650,23,45
6793,Spandau,unknown,800,18,29
6794,Treptow-Koepenick,male,550,24,28
6795,Tempelhof-Schoeneberg,male,800,44,50
6796,Neukoelln,male,400,25,48
6797,Tempelhof-Schoeneberg,female,750,19,35
6798,Pankow,male,750,23,30
6799,Neukoelln,male,400,45,60
6800,Steglitz-Zehlendorf,male,750,18,23
6801,Treptow-Koepenick,unknown,650,36,60
6802,Tempelhof-Schoeneberg,male,650,45,56
6803,Tempelhof-Schoeneberg,female,450,45,51
6804,Spandau,female,800,40,57
6805,Mitte,male,550,25,39
6806,Mitte,female,650,18,36
6807,Lichtenberg,unknown,700,38,39
6808,Pankow,male,550,46,63
6809,Friedrichshain-Kreuzberg,female,750,39,42
6810,Charlottenburg-Wilmersdorf,unknown,800,35,45
6811,Spandau,unknown,450,35,47
6812,Pankow,male,700,22,39
6813,Reinickendorf,unknown,400,43,65
6814,Marzahn-Hellersdorf,unknown,500,32,33
6815,Steglitz-Zehlendorf,female,800,27,42
6816,Marzahn-Hellersdorf,female,700,26,49
6817,Neukoelln,female,750,41,58
6818,Steglitz-Zehlendorf,unknown,550,26,50
6819,Steglitz-Zehlendorf,male,750,25,35
6820,Friedrichshain-Kreuzberg,female,800,18,21
6821,Charlottenburg-Wilmersdorf,female,450,27,34
6822,Reinickendorf,unknown,400,19,33
6823,Neukoelln,female,750,47,70
6824,Reinickendorf,male,750,49,58
6825,Friedrichshain-Kreuzberg,female,600,29,38
6826,Pankow,male,700,36,56
6827,Friedrichshain-Kreuzberg,female,450,30,47
6828,Pankow,male,600,41,52
6829,Pankow,unknown,450,37,58
6830,Charlottenburg-Wilmersdorf,unknown,800,36,38
6831,Lichtenberg,female,400,39,61
6832,Lichtenberg,female,700,21,44
6833,Neukoelln,male,500,23,40
6834,Lichtenberg,unknown,800,21,23
6835,Mitte,female,750,48,63
6836,Neukoelln,male,550,42,66
6837,Spandau,male,500,45,48
6838,Mitte,male,700,42,45
6839,Neukoelln,unknown,800,42,62
6840,Marzahn-Hellersdorf,unknown,550,35,57
6841,Steglitz-Zehlendorf,unknown,800,49,57
6842,Steglitz-Zehlendorf,unknown,600,40,46
6843,Friedrichshain-Kreuzberg,unknown,550,39,58
6844,Pankow,female,700,32,47
6845,Marzahn-Hellersdorf,male,500,18,37
6846,Marzahn-Hellersdorf,male,400,36,52
6847,Friedrichshain-Kreuzberg,male,450,44,65
6848,Neukoelln,unknown,450,26,49
6849,Friedrichshain-Kreuzberg,unknown,400,41,45
6850,Neukoelln,unknown,600,23,27
6851,Steglitz-Zehlendorf,unknown,550,29,33
